name, ra1, ra2, ra3, dec1, dec2, dec3, type, mag1, mag2, mag3, mag4, mag5, mag6, mag7, mag8, mag9
Hip076591, 15, 38,  32.6500, -39,   9, 38.3000,  B9V      , 6.59000, 6.64000, 6.68300, 6.73900, 6.76300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip076633, 15, 39,  0.07000, -19,  43, 57.0000,  B9V      , 7.64000, 7.58000, 7.47600, 7.48900, 7.49200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip076666, 15, 39,  21.3900, -23,   9, 0.60000,  B9.5V    , 6.33000, 6.29000, 6.21800, 6.26100, 6.22300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip076836, 15, 41,  15.9700, -13,  58, 13.1000,  B9.5V    , 6.87000, 6.80000, 6.58500, 6.62300, 6.53900, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip076943, 15, 42,  40.1000, -32,  11, 9.60000,  B5III    , 7.48000, 7.51000, 7.60900, 7.72300, 7.73500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip077278, 15, 46,  40.3700, -48,  44, 12.4000,  B9III    , 6.76000, 6.76000, 6.63300, 6.66800, 6.62800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip077523, 15, 49,  43.1100, -32,  48, 29.6000,  B9V      , 7.47000, 7.44000, 7.38700, 7.39300, 7.41600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip077761, 15, 52,  40.4800, -79,  24, 13.7000,  B8V      , 7.68000, 7.62000, 7.47200, 7.49500, 7.53000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip077800, 15, 53,  11.7100, -65,   0, 10.3000,  B9V      , 7.80000, 7.78000, 7.74200, 7.81700, 7.77300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip077855, 15, 53,  52.7400, -78,   9, 31.2000,  B9V      , 8.01000, 7.98000, 7.91500, 7.97900, 7.95800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip077900, 15, 54,  30.1200, -27,  20, 18.9000,  B6Vp     , 6.15000, 6.20000, 6.23400, 6.31200, 6.30000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip077932, 15, 54,  56.2500, -53,  29, 1.80000,  B8V      , 7.11000, 7.08000, 6.93600, 7.01300, 6.95000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip077968, 15, 55,  22.9000, -44,  31, 33.5000,  B8V      , 6.97000, 6.95000, 6.93900, 6.96800, 6.98700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip077995, 15, 55,  39.8600,  18,  37, 14.8000,  B8III    , 6.26000, 6.33000, 6.35300, 6.41100, 6.42200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip078197, 15, 58,  5.36000, -57,   8, 51.2000,  B9V      , 7.78000, 7.68000, 7.47800, 7.48800, 7.43300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip078215, 15, 58,  19.7500, -41,  39, 34.5000,  B9V      , 7.90000, 7.72000, 7.33700, 7.34000, 7.25700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip078306, 15, 59,  20.3100, -33,   0, 43.7000,  B9IV/V   , 6.97000, 6.92000, 6.79200, 6.78300, 6.77600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip078324, 15, 59,  30.8900, -40,  51, 54.4000,  B9V      , 8.19000, 8.04000, 7.65800, 7.57500, 7.48800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip078441, 16,  0,  50.5800, -68,   6, 58.9000,  B8V      , 8.76000, 8.76000, 8.77300, 8.84800, 8.81900, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip078530, 16,  1,  55.4600, -21,  58, 49.2000,  B9V      , 7.19000, 7.09000, 6.92800, 6.94600, 6.90300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip078549, 16,  2,  13.5600, -22,  41, 15.0000,  B9.5V    , 7.33000, 7.24000, 7.03700, 7.03800, 6.97000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip078603, 16,  2,  52.5300, -62,  32, 29.5000,  B9.5V    , 6.25000, 6.24000, 6.27800, 6.29800, 6.29800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip078754, 16,  4,  42.3300, -37,  48, 57.9000,  B8/B9V   , 7.08000, 7.07000, 6.95500, 6.98400, 6.97300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip078809, 16,  5,  19.1500, -23,  40, 8.60000,  B9V      , 7.65000, 7.55000, 7.41000, 7.37100, 7.34800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip078956, 16,  7,  4.68000, -16,  56, 35.6000,  B9.5V    , 7.88000, 7.65000, 7.39600, 7.31100, 7.22400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip078968, 16,  7,  14.9300, -17,  56, 9.50000,  B9V      , 7.77000, 7.56000, 7.43500, 7.45700, 7.40100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip079031, 16,  7,  51.9000, -24,  27, 44.2000,  B8IV/V   , 6.32000, 6.34000, 6.37900, 6.43700, 6.43300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip079044, 16,  8,  4.39000, -36,  13, 54.4000,  B9V      , 6.75000, 6.78000, 6.82900, 6.94600, 6.91300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip079153, 16,  9,  18.5600, -57,  56, 3.00000,  B9.5V    , 5.57000, 5.57000, -99.999, -99.999, -99.999, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip079160, 16,  9,  22.7200, -12,  22, 33.6000,  B9V      , 7.53000, 7.40000, 7.18500, 7.19300, 7.14700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip079199, 16,  9,  52.6100, -33,  32, 44.5000,  B8V      , 5.50000, 5.55000, 5.64100, 5.65600, 5.64900, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip079237, 16, 10,  16.5100, -42,  48, 56.7000,  B9V      , 8.74000, 8.60000, 8.24600, 8.20500, 8.14300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip079439, 16, 12,  44.1000, -19,  30, 10.1000,  B9V      , 7.58000, 7.42000, 7.05100, 7.05000, 6.94100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip079443, 16, 12,  45.6900,  -1,  43, 18.8000,  B8       , 7.48000, 7.58000, 7.70100, 7.79300, 7.84900, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip079473, 16, 13,  9.52000, -29,  38, 50.0000,  B9.5V    , 8.90000, 8.73000, 8.50700, 8.44400, 8.43500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip079599, 16, 14,  28.8900, -21,   6, 27.2000,  B9V      , 6.41000, 6.39000, 6.34200, 6.39300, 6.35200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip079622, 16, 14,  53.4400, -25,  28, 36.9000,  B8V      , 6.06000, 6.02000, 5.86000, 5.90400, 5.82200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip079631, 16, 14,  57.7800, -39,  37, 39.8000,  B9.5V    , 7.16000, 7.12000, 6.99600, 6.85300, 6.66800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip079739, 16, 16,  25.1800, -24,  59, 19.3000,  B8V      , 7.92000, 7.70000, 7.24000, 7.17400, 7.02500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip079771, 16, 16,  50.6300, -25,  51, 46.5000,  B9V      , 8.37000, 8.02000, 7.32500, 7.19000, 7.09800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip079785, 16, 16,  58.7800, -21,  18, 14.7000,  B9V      , 6.61000, 6.58000, 6.51400, 6.51500, 6.48500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip079887, 16, 18,  23.5400, -73,   2, 36.1000,  B9V      , 6.58000, 6.57000, 6.46800, 6.54100, 6.48300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip080208, 16, 22,  28.0100, -49,  34, 20.2000,  B6IV     , 5.32000, 5.35000, -99.999, 5.40700, 5.39700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip080227, 16, 22,  38.9100,  -2,   4, 47.5000,  B9V      , 6.24000, 6.17000, 6.00100, 5.97600, 5.95700, -99.9990, -99.9990,  -99.9990, -99.9990 PM* High_proper-motion_Star
Hip080493, 16, 25,  50.6700, -26,  34, 6.20000,  B9.5V    , 8.08000, 7.80000, 7.29800, 7.17500, 7.07600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip080795, 16, 29,  48.4800, -11,   7, 46.3000,  B9       , 6.90000, 6.72000, 6.43100, 6.36800, 6.29500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip080865, 16, 30,  44.6000, -80,  19, 14.5000,  B8/B9III , 8.31000, 8.27000, 8.21600, 8.22200, 8.27100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip081007, 16, 32,  35.6800,   5,  31, 16.4000,  B9.5III  , 5.63000, 5.65000, 5.68000, 5.68600, 5.67600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip081145, 16, 34,  23.3400,  -4,   0, 52.0000,  sd:B5    , 8.94000, 9.20000, 9.46300, 9.46100, 9.41800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip081208, 16, 35,  13.8500, -35,  43, 28.5000,  B9V      , 6.63000, 6.66000, 6.73100, 6.77300, 6.76800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip081474, 16, 38,  28.6600, -18,  13, 13.5000,  B9.5IV   , 6.73000, 6.45000, 5.89600, 5.78200, 5.69000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip081639, 16, 40,  37.8500, -35,  41, 13.8000,  B5III    , 6.64000, 6.45000, 6.12500, 6.08900, 6.03200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip081891, 16, 43,  38.7300, -32,   6, 21.2000,  B8V      , 6.46000, 6.52000, 6.57800, 6.67400, 6.63000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip082034, 16, 45,  27.7300, -60,  33, 48.8000,  B3V      , 7.55000, 7.61000, 7.67900, 7.74200, 7.75700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip082069, 16, 45,  48.4800, -26,  38, 57.6000,  B9.5V    , 7.02000, 6.97000, 6.94300, 6.97900, 6.91900, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip082110, 16, 46,  21.2300, -58,  30, 12.8000,  B2IV-V   , 5.74000, 5.82000, 5.88100, 5.92700, 5.94700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip082254, 16, 48,  24.6600, -31,  12, 13.0000,  B4V      , 6.82000, 6.84000, 6.85400, 6.90800, 6.91600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip082503, 16, 51,  45.0100, -73,  43, 21.3000,  B8/B9V   , 6.76000, 6.84000, 6.83300, 6.93700, 6.89000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip082658, 16, 53,  49.7100, -70,  10, 15.4000,  B5V      , 7.23000, 7.32000, 7.41300, 7.44900, 7.52000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip082673, 16, 54,  0.50000,  10,   9, 55.6000,  B8V      , 4.39000, 4.52000, -99.999, -99.999, -99.999, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip082839, 16, 55,  44.3800, -25,  32, 2.00000,  B8II     , 7.59000, 7.54000, 7.38900, 7.45000, 7.41500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip083311, 17,  1,  34.8800,  -6,  44, 11.1000,  B9       , 7.41000, 7.31000, 7.04200, 7.03300, 6.98200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip083448, 17,  3,  17.9400, -31,  36, 52.6000,  B1III    , 6.97000, 7.02000, 7.12900, 7.21800, 7.25100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip083508, 17,  4,  0.82000, -25,  41, 52.6000,  B9IV/V   , 6.66000, 6.72000, -99.999, -99.999, 6.82700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip083567, 17,  4,  45.3300, -20,  29, 40.7000,  B7IV/V   , 6.29000, 6.30000, 6.26000, 6.21200, 6.22100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip083629, 17,  5,  30.3100, -22,   4, 21.8000,  B5III    , 7.05000, 6.93000, 6.63400, 6.62000, 6.56400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip083635, 17,  5,  32.2600,  -0,  53, 31.4000,  B1V      , 5.63000, 5.51000, 5.31100, 5.35100, 5.29000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip083659, 17,  5,  56.6700, -28,  52, 21.5000,  B9.5V    , 7.55000, 7.53000, 7.47800, 7.58400, 7.51100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip083764, 17,  7,  8.64000,   9,   0, 32.2000,  B9       , 7.28000, 7.23000, 7.11500, 7.10800, 7.08200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip083925, 17,  9,  10.3500, -68,  50, 48.0000,  B9.5V    , 6.59000, 6.62000, 6.66400, 6.71900, 6.71300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip084292, 17, 13,  57.3700, -32,  14, 28.5000,  B7V      , 7.93000, 7.79000, 7.49400, 7.47800, 7.43300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip084435, 17, 15,  45.7100, -33,  40, 25.1000,  B3V      , 8.69000, 8.60000, 8.48700, 8.49400, 8.45900, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip084445, 17, 15,  51.3600, -30,  12, 38.2000,  B9.5V    , 6.20000, 6.20000, 6.22800, 6.24000, 6.23000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip084475, 17, 16,  10.8900, -38,  20, 12.0000,  B7V      , 8.27000, 8.20000, 8.05800, 8.04200, 8.01300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip084498, 17, 16,  31.1200,  18,   1, 10.9000,  B9       , 7.11000, 7.13000, 7.09400, 7.16300, 7.17700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip084690, 17, 18,  47.8400, -44,   7, 46.9000,  B9V      , 5.76000, 5.80000, 5.83100, 5.82500, 5.79500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip084810, 17, 20,  2.55000, -16,  40, 55.7000,  B9IV     , 8.61000, 8.44000, 8.14800, 8.11200, 8.09000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip084982, 17, 22,  9.13000, -30,  30, 4.80000,  B8V      , 7.19000, 7.11000, 6.83200, 6.85500, 6.83400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip085113, 17, 23,  41.6200, -62,  50, 33.7000,  B9V      , 8.19000, 8.22000, 8.22200, 8.28300, 8.24300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip085116, 17, 23,  44.3500, -58,  39, 54.8000,  B4III    , 6.81000, 6.88000, 6.92800, 7.02500, 7.00200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip085147, 17, 24,  1.08000, -62,  51, 50.9000,  B2IV     , 5.69000, 5.83000, 5.95900, 6.06300, 6.07500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip085223, 17, 24,  52.0500, -46,  12, 6.90000,  B7III    , 6.75000, 6.79000, 6.82300, 6.87800, 6.85700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip085385, 17, 26,  49.1300,  20,   4, 51.4000,  B5V      , 5.52000, 5.62000, 5.71900, 5.83600, 5.84400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip085393, 17, 26,  56.3500, -51,  56, 55.6000,  B8.5V    , 6.17000, 6.19000, -99.999, 6.21500, 6.17500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip085480, 17, 28,  7.88000, -63,   2, 10.3000,  B7.5V    , 6.22000, 6.27000, 6.28000, 6.36000, 6.30600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip085752, 17, 31,  24.0000, -31,  58, 11.4000,  B3II     , 8.09000, 8.04000, 7.91100, 7.91900, 7.92600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip085803, 17, 31,  56.5500, -30,  24, 4.30000,  B6V      , 8.23000, 8.17000, -99.999, -99.999, -99.999, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip085967, 17, 34,  10.5800, -45,   0, 22.9000,  B9III    , 7.00000, 7.00000, 6.88700, 6.86600, 6.88600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip086081, 17, 35,  31.3200,  -2,  53, 30.2000,  B9       , 7.75000, 7.60000, 7.25200, 7.27400, 7.24800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip086299, 17, 38,  0.55000,   6,  28, 59.8000,  B8V      , 7.74000, 7.78000, 7.81000, 7.87100, 7.86400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip086311, 17, 38,  8.45000, -42,  52, 48.7000,  B8V      , 6.09000, 6.13000, 6.14000, 6.16100, 6.13500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip086452, 17, 39,  53.9000, -11,  27, 58.5000,  B9V      , 8.08000, 7.74000, 7.34300, 7.26500, 7.19800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip086508, 17, 40,  43.3600, -32,   9, 20.3000,  B4V      , 7.26000, 7.27000, 7.21900, 7.26700, 7.27700, -99.9990, -99.9990,  -99.9990, -99.9990 *iC Star_in_Cluster
Hip086511, 17, 40,  44.9400,   4,   9, 3.60000,  B8       , 7.62000, 7.48000, 7.25100, 7.21400, 7.23600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip086515, 17, 40,  49.9000, -23,  50, 10.0000,  B2II     , 7.90000, 7.48000, 7.08200, 7.04800, 6.96000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip086653, 17, 42,  18.0600, -35,  48, 4.10000,  B1/B2II  , 7.61000, 7.19000, 6.76700, 6.70200, 6.62200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip086768, 17, 43,  47.0200,  -7,   4, 46.5000,  B1.5V    , 6.30000, 5.92000, 5.48600, 5.41400, 5.38500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip086850, 17, 44,  43.8300, -46,   2, 33.3000,  B9V      , 6.71000, 6.70000, 6.63700, 6.66400, 6.64900, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip086951, 17, 46,  5.49000, -36,  39, 32.4000,  B3V      , 8.46000, 8.53000, 8.60000, 8.68300, 8.70800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip086960, 17, 46,  10.9200,   5,  39, 29.6000,  B9       , 7.34000, 7.32000, 7.23000, 7.30200, 7.29300, -99.9990, -99.9990,  -99.9990, -99.9990 *iC Star_in_Cluster
Hip086978, 17, 46,  28.8900, -55,  48, 57.8000,  B9.5V    , 8.24000, 8.20000, 8.09400, 8.14000, 8.07100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip087030, 17, 46,  57.3700, -32,  24, 51.5000,  B6V      , 8.31000, 8.13000, 8.06800, 8.07900, 8.06700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip087054, 17, 47,  18.9400, -42,   1, 44.6000,  B9V      , 8.63000, 8.62000, 8.55400, 8.55500, 8.55600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip087150, 17, 48,  20.2300,   3,  48, 15.1000,  B9.5V    , 6.22000, 6.07000, 5.64600, 5.66900, 5.60200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip087290, 17, 50,  9.30000,  -0,  40, 44.2000,  B8       , 8.08000, 7.95000, 7.67900, 7.70000, 7.66900, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip087505, 17, 52,  43.7600, -38,  38, 33.4000,  B2II     , 7.76000, 7.74000, 7.67300, 7.74100, 7.74600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip087657, 17, 54,  15.6700, -31,  15, 39.2000,  B8V      , 8.83000, 8.66000, 8.51100, 8.53400, 8.47200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip087741, 17, 55,  23.0700,   9,  48, 3.60000,  B8       , 8.27000, 8.26000, 8.21600, 8.25200, 8.23700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip087807, 17, 56,  15.0300,  -4,  34, 34.9000,  B9       , 7.77000, 7.68000, 7.44600, 7.45200, 7.39000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip087928, 17, 57,  42.7400, -56,  53, 46.4000,  B4III    , 6.26000, 6.30000, 6.29100, 6.32800, 6.35400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip088201, 18,  0,  43.5900, -13,  46, 48.7000,  B3V      , 8.05000, 7.87000, 7.53600, 7.51000, 7.49800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip088213, 18,  0,  52.8600,   6,  16, 5.90000,  B2IV     , 6.36000, 6.45000, 6.44700, 6.47800, 6.54400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip088309, 18,  2,  5.22000, -35,  40, 9.90000,  B7II     , 7.57000, 7.57000, 7.49400, 7.52300, 7.52600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip088439, 18,  3,  21.8300, -17,  36, 36.3000,  B3III    , 7.21000, 7.02000, 6.58900, 6.56100, 6.54100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip088443, 18,  3,  23.5500, -65,   5, 40.1000,  B5III    , 8.36000, 8.42000, 8.51000, 8.55500, 8.58600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip088609, 18,  5,  31.7400,  -0,   1, 20.5000,  B8       , 8.46000, 8.15000, 8.07400, 8.04700, 8.00900, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip088702, 18,  6,  29.5400, -58,  34, 15.3000,  B3III    , 6.82000, 6.90000, 6.92000, 6.97700, 6.99000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip088795, 18,  7,  33.7800,  -9,  10, 40.6000,  B9       , 7.97000, 7.70000, 7.23300, 7.16800, 7.06700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip088857, 18,  8,  28.7500, -16,  25, -99.999,  B3V      , 7.65000, 7.44000, 7.08300, 7.13900, 7.01500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip088903, 18,  8,  53.5400, -42,  39, 25.3000,  B7V      , 7.11000, 7.20000, 7.26700, 7.37200, 7.36000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip089176, 18, 11,  56.6300, -32,  39, 6.00000,  B6III    , 8.23000, 8.26000, 8.23500, 8.28600, 8.27500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip089224, 18, 12,  29.3000, -39,  20, 32.2000,  B5III    , 7.28000, 7.36000, 7.40200, 7.44400, 7.45700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip089551, 18, 16,  22.2000,  10,  48, 53.4000,  B2V      , 7.58000, 7.64000, 7.72900, 7.83300, 7.87100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip089597, 18, 17,  0.92000, -51,   4, 5.70000,  B9V      , 6.06000, 6.08000, 6.12300, 6.17900, 6.14200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip089665, 18, 17,  52.0900,  11,  52, 40.0000,  B8       , 7.05000, 7.10000, 7.18400, 7.25700, 7.28600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip089684, 18, 18,  7.72000,  18,   7, 54.1000,  B9V      , 6.24000, 6.22000, 6.09200, 6.13800, 6.12200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip089832, 18, 19,  53.8600, -46,  13, 54.3000,  B8V      , 7.93000, 7.95000, 7.96700, 8.00400, 8.01500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip089852, 18, 20,  9.01000, -34,  46, 28.8000,  B8V      , 7.89000, 7.92000, 7.86700, 7.89600, 7.97300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip089878, 18, 20,  25.3300,  28,  59, 0.70000,  B8       , 6.61000, 6.69000, 6.74900, 6.80300, 6.83600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip089902, 18, 20,  42.1600, -59,  50, 23.5000,  B2V      , 6.99000, 7.09000, 7.21500, 7.30300, 7.32800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip089941, 18, 21,  6.16000,  20,  56, 5.30000,  B9V      , 7.48000, 7.41000, 7.26600, 7.31300, 7.29000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip090083, 18, 23,  2.10000, -10,  13, 8.10000,  B9.5V    , 6.32000, 6.18000, 5.83600, 5.77000, 5.70500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip090121, 18, 23,  26.2400, -27,  30, 8.70000,  B9.5V    , 8.10000, 7.94000, 7.58500, 7.53800, 7.48200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip090295, 18, 25,  27.8800,  22,  42, 24.5000,  B2.5IV-V , 6.80000, 6.87000, 6.94800, 7.04500, 7.04800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip090336, 18, 25,  54.6100, -33,  56, 44.5000,  B5IV     , 6.30000, 6.35000, 6.35100, 6.40200, 6.40400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip090337, 18, 25,  55.2300,  14,  57, 58.6000,  B9V      , 6.37000, 6.38000, 6.36000, 6.38200, 6.40900, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip090609, 18, 29,  20.8600,  17,  59, 2.20000,  B9       , 6.78000, 6.82000, 6.81900, 6.89500, 6.89000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip090637, 18, 29,  35.7100,  23,  51, 58.3000,  B6IV     , 5.87000, 5.95000, 5.93600, 6.00700, 6.04600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip090639, 18, 29,  37.9000, -33,  56, 2.20000,  B8V      , 7.04000, 7.06000, 7.03100, 7.09600, 7.08300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip090795, 18, 31,  22.0200,  -0,  28, 55.0000,  B8       , 7.07000, 7.06000, 7.04300, 7.12300, 7.07100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip090953, 18, 33,  14.4100, -24,   6, 34.3000,  B3III/IV , 6.81000, 6.77000, 6.63900, 6.69500, 6.67100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip090995, 18, 33,  45.1100, -25,  26, 55.8000,  B9.5IV/V , 8.00000, 7.83000, 7.58200, 7.61500, 7.56800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip091000, 18, 33,  49.1700,  10,  26, 32.6000,  B8       , 8.50000, 8.42000, 8.20000, 8.22700, 8.18200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip091038, 18, 34,  15.8400,  -4,  48, 48.9000,  B1V      , 8.71000, 8.19000, 7.74600, 7.70800, 7.60100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip091286, 18, 37,  12.6300,  11,  25, 17.5000,  B9V      , 6.57000, 6.56000, 6.49900, 6.54900, 6.49300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
